22.07.2026                                                       การแสดงรายการแบบไดนามิก                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------
|  วัสดุ        |คำอธิบายวัสดุ                           |Plnt|ใบสั่ง|โครงข่าย  |        องค์ประกอบ WBS|MvT|ปม.ต้องการ|RemovedQty|ปริมาณต่าง|วันต้องการ|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |7001175636|  I-69-D-NPN69.M4.1101|581|       18 |        0 |       18 |03.02.2026|
|  1-03-010-0000|PIN,INSULATOR, 22 KV.                   |D060|      |7001175636|  I-69-D-NPN69.M4.1101|581|       15 |        0 |       15 |03.02.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001175639|  I-69-D-NPN69.M4.1101|581|        5 |        0 |        5 |03.02.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |7001175639|  I-69-D-NPN69.M4.1101|581|       17 |        0 |       17 |03.02.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001175639|  I-69-D-NPN69.M4.1101|581|       18 |        0 |       18 |03.02.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001175639|  I-69-D-NPN69.M4.1101|581|       35 |        0 |       35 |03.02.2026|
|  1-02-001-0002|COND.,AL,BARE 50/7 SQ.MM.TIS.85         |D060|      |7001175639|  I-69-D-NPN69.M4.1101|581|      310 |        0 |      310 |03.02.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |7001175639|  I-69-D-NPN69.M4.1101|581|      620 |        0 |      620 |03.02.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001175639|  I-69-D-NPN69.M4.1101|581|       37 |        0 |       37 |03.02.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |7001175639|  I-69-D-NPN69.M4.1101|581|       11 |        0 |       11 |03.02.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |7001175639|  I-69-D-NPN69.M4.1101|581|        1 |        0 |        1 |03.02.2026|
|  1-03-013-0100|CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2  |D060|      |7001175639|  I-69-D-NPN69.M4.1101|581|       11 |        0 |       11 |03.02.2026|
|  1-01-005-0201|ST. BEAM, 100X100X3.2 MM. 2 M.LONG      |D060|      |6001414901|P-TDD02.4-D-NPND0.5901|581|        1 |        0 |        1 |05.03.2026|
|  1-04-000-0000|S.A., 21 KV. 5 KA.                      |D060|      |6001414901|P-TDD02.4-D-NPND0.5901|581|        6 |        0 |        6 |05.03.2026|
|  1-04-007-0009|LB SW., SF6,REMOTE, 3 P 22 KV 600 A     |D060|      |6001414901|P-TDD02.4-D-NPND0.5901|581|        1 |        0 |        1 |05.03.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        6 |        0 |        6 |05.03.2026|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        2 |        0 |        2 |05.03.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|       24 |        0 |       24 |05.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        9 |        0 |        9 |05.03.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        4 |        0 |        4 |05.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|       10 |        0 |       10 |05.03.2026|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        2 |        0 |        2 |05.03.2026|
|  1-01-021-0300|ANCLE GUY ATTACHMENT 30 DEG.            |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        2 |        0 |        2 |05.03.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        2 |        0 |        2 |05.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|       12 |        0 |       12 |05.03.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        6 |        0 |        6 |05.03.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        2 |        0 |        2 |05.03.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|       14 |        0 |       14 |05.03.2026|
|  1-03-003-0100|INSULATOR,STRAIN,CLASS 54-1 TIS.280     |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        2 |        0 |        2 |05.03.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |6001414918|P-NHE03.1-D-BPG68.0005|581|        7 |        0 |        7 |05.03.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |6001414930|P-NHE03.1-D-BPG68.0006|581|        1 |        0 |        1 |05.03.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |6001414930|P-NHE03.1-D-BPG68.0006|581|        1 |        0 |        1 |05.03.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |6001414930|P-NHE03.1-D-BPG68.0006|581|        2 |        0 |        2 |05.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001414930|P-NHE03.1-D-BPG68.0006|581|        7 |        0 |        7 |05.03.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |6001414930|P-NHE03.1-D-BPG68.0006|581|        1 |        0 |        1 |05.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |6001414930|P-NHE03.1-D-BPG68.0006|581|        4 |        0 |        4 |05.03.2026|
|  1-02-044-0102|CLAMP,GUY,TRIPLE BOLT                   |D060|      |6001414930|P-NHE03.1-D-BPG68.0006|581|        1 |        0 |        1 |05.03.2026|
|  1-02-044-0103|LINK,CABLE SPACER                       |D060|      |6001414930|P-NHE03.1-D-BPG68.0006|581|        1 |        0 |        1 |05.03.2026|
|  1-02-044-0105|BRACKET,FOR AERIAL CABLE TANGENT SUPPORT|D060|      |6001414930|P-NHE03.1-D-BPG68.0006|581|        1 |        0 |        1 |05.03.2026|
|  2-29-005-0039|Optic fiber ADSS G.652.D 24 Core        |D060|      |7001185499|  I-69-D-NPNXX.JN.5000|581|    4,000 |        0 |    4,000 |15.06.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005243224|C-69-D-NGECS.0023.01.1|581|        3 |        0 |        3 |17.02.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005243224|C-69-D-NGECS.0023.01.1|581|        4 |        0 |        4 |17.02.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005243224|C-69-D-NGECS.0023.01.1|581|        2 |        0 |        2 |17.02.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005243224|C-69-D-NGECS.0023.01.1|581|        4 |        0 |        4 |17.02.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005243224|C-69-D-NGECS.0023.01.1|581|        4 |        0 |        4 |17.02.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005243224|C-69-D-NGECS.0023.01.1|581|        2 |        0 |        2 |17.02.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005243224|C-69-D-NGECS.0023.01.1|581|        8 |        0 |        8 |17.02.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005243224|C-69-D-NGECS.0023.01.1|581|        4 |        0 |        4 |17.02.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|        2 |        0 |        2 |17.02.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|        4 |        0 |        4 |17.02.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|        1 |        0 |        1 |17.02.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|        3 |        0 |        3 |17.02.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|        2 |        0 |        2 |17.02.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|       13 |        0 |       13 |17.02.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|        4 |        0 |        4 |17.02.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|        4 |        0 |        4 |17.02.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|        4 |        0 |        4 |17.02.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|        4 |        0 |        4 |17.02.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |8005243227|C-69-D-NGECS.0023.03.1|581|       12 |        0 |       12 |17.02.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       11 |        0 |       11 |17.02.2026|
|  1-00-001-0012|POLE 12.2 M.                            |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        1 |        0 |        1 |17.02.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       22 |        0 |       22 |17.02.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        8 |        0 |        8 |17.02.2026|
|  1-01-000-0100|ST. CHANNEL, 100X50X5 MM. 2.25 M.LONG   |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        6 |        0 |        6 |17.02.2026|
|  1-01-001-0003|ST. ANG.,OHGW. BAYONET 2.25 M.LONG      |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        9 |        0 |        9 |17.02.2026|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|  587.200 |        0 |  587.200 |17.02.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       32 |        0 |       32 |17.02.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       14 |        0 |       14 |17.02.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       17 |        0 |       17 |17.02.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       38 |        0 |       38 |17.02.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       11 |        0 |       11 |17.02.2026|
|  1-01-011-0206|BOLT,MACHINE M.16X400 MM.               |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        8 |        0 |        8 |17.02.2026|
|  1-01-012-0001|BOLT,DOUBLE ARMING,M.16X450 MM.         |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       12 |        0 |       12 |17.02.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        3 |        0 |        3 |17.02.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        9 |        0 |        9 |17.02.2026|
|  1-01-014-0001|BOLT,ROUND EYE M.16X200 MM.             |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        6 |        0 |        6 |17.02.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        9 |        0 |        9 |17.02.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|      233 |        0 |      233 |17.02.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       66 |        0 |       66 |17.02.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       16 |        0 |       16 |17.02.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       48 |        0 |       48 |17.02.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       12 |        0 |       12 |17.02.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       40 |        0 |       40 |17.02.2026|
|  1-01-023-0012|CLAMP, DOUBLE BOLTS, ST. WIRE 25 SQ.MM. |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       42 |        0 |       42 |17.02.2026|
|  1-01-023-0201|GW SUPPORT AND CLAMP,FOR POLE           |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        1 |        0 |        1 |17.02.2026|
|  1-01-023-0205|GROUND WIRE CLAMP,J.1152                |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        9 |        0 |        9 |17.02.2026|
|  1-02-001-0007|COND.,AL,BARE 185 SQ.MM.TIS.85          |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|    1,650 |        0 |    1,650 |17.02.2026|
|  1-02-005-0004|CABLE,AERIAL,AL 22 KV. 1X185 SQ.MM.     |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       40 |        0 |       40 |17.02.2026|
|  1-02-044-0112|BRACKET,SAC CORNER SUPPORT, 22-33 KV    |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|        1 |        0 |        1 |17.02.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       10 |        0 |       10 |17.02.2026|
|  1-03-001-0101|INSULATOR,PIN POST,22 KV. P/A           |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       65 |        0 |       65 |17.02.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |7001186062|  I-69-D-NPN69.M4.1102|581|       45 |        0 |       45 |17.02.2026|
|  1-00-001-0002|POLE  9 M.                              |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|        1 |        0 |        1 |17.02.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|        3 |        0 |        3 |17.02.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|        1 |        0 |        1 |17.02.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|       40 |        0 |       40 |17.02.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|        2 |        0 |        2 |17.02.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|       40 |        0 |       40 |17.02.2026|
|  1-02-001-0002|COND.,AL,BARE 50/7 SQ.MM.TIS.85         |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|      400 |        0 |      400 |17.02.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|    1,200 |        0 |    1,200 |17.02.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|       24 |        0 |       24 |17.02.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|       68 |        0 |       68 |17.02.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |7001186064|  I-69-D-NPN69.M4.1102|581|       17 |        0 |       17 |17.02.2026|
|  1-06-005-0001|METER,WATTHOUR,1 P,2 W 5(15)A.,O/D      |D060|      |7001186066|  I-69-D-NPN69.M4.1102|581|       27 |        0 |       27 |17.02.2026|
|  1-00-011-0000|CROSSARM 100X100X1,500 MM.              |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        1 |        0 |        1 |17.02.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        3 |        0 |        3 |17.02.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|       42 |        0 |       42 |17.02.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|       10 |        0 |       10 |17.02.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        8 |        0 |        8 |17.02.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        1 |        0 |        1 |17.02.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        3 |        0 |        3 |17.02.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|       22 |        0 |       22 |17.02.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        4 |        0 |        4 |17.02.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        8 |        0 |        8 |17.02.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        2 |        0 |        2 |17.02.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|       24 |        0 |       24 |17.02.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        5 |        0 |        5 |17.02.2026|
|  1-02-033-0005|HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.    |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        5 |        0 |        5 |17.02.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        5 |        0 |        5 |17.02.2026|
|  1-02-042-0400|PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM. |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        5 |        0 |        5 |17.02.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        2 |        0 |        2 |17.02.2026|
|  1-04-000-0007|S.A., 21 KV.5 KA.,WITHOUT BRACKET       |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        5 |        0 |        5 |17.02.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        5 |        0 |        5 |17.02.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        7 |        0 |        7 |17.02.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        2 |        0 |        2 |17.02.2026|
|  1-04-003-0006|FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K   |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        3 |        0 |        3 |17.02.2026|
|  1-05-000-0011|TR., 30KVA,1P,22-0.48/0.24KV, SC        |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        1 |        0 |        1 |17.02.2026|
|  1-05-001-0203|TR.,SEAL,250 KVA,3P,22-0.4/0.23 KV.DYN11|D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        1 |        0 |        1 |17.02.2026|
|  1-05-010-0003|BRACKET,ST.,FOR TR. SECONDARY LEAD      |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        2 |        0 |        2 |17.02.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        5 |        0 |        5 |17.02.2026|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |7001186068|  I-69-D-NPN69.M4.1102|581|        6 |        0 |        6 |17.02.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005248354|C-69-D-BPGCS.0034.02.2|581|        5 |        0 |        5 |23.02.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005248354|C-69-D-BPGCS.0034.02.2|581|       10 |        0 |       10 |23.02.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005248354|C-69-D-BPGCS.0034.02.2|581|        2 |        0 |        2 |23.02.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005248354|C-69-D-BPGCS.0034.02.2|581|       12 |        0 |       12 |23.02.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005248354|C-69-D-BPGCS.0034.02.2|581|      460 |        0 |      460 |23.02.2026|
|  1-02-026-0302|PREFORMED D/E, AW 95 SQ.MM.             |D060|      |8005248354|C-69-D-BPGCS.0034.02.2|581|        8 |        0 |        8 |23.02.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005248354|C-69-D-BPGCS.0034.02.2|581|       16 |        0 |       16 |23.02.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |8005248354|C-69-D-BPGCS.0034.02.2|581|        4 |        0 |        4 |23.02.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005248356|C-69-D-BPGCS.0034.02.2|581|        6 |        0 |        6 |23.02.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005248356|C-69-D-BPGCS.0034.02.2|581|        6 |        0 |        6 |23.02.2026|
|  1-02-007-0000|CABLE,AL,750 V,25 SQ.MM. TIS.293        |D060|      |8005248356|C-69-D-BPGCS.0034.02.2|581|      120 |        0 |      120 |23.02.2026|
|  1-02-008-9954|CONDUCTOR,CU,NFYW 0.6/1 KV. 2.5 SQ.MM.  |D060|      |8005248356|C-69-D-BPGCS.0034.02.2|581|       24 |        0 |       24 |23.02.2026|
|  1-02-032-0010|H-CONNCTOR,MAIN AL 25-50,TAP AL/CU 2.5-6|D060|      |8005248356|C-69-D-BPGCS.0034.02.2|581|        6 |        0 |        6 |23.02.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005248356|C-69-D-BPGCS.0034.02.2|581|        6 |        0 |        6 |23.02.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005248356|C-69-D-BPGCS.0034.02.2|581|        3 |        0 |        3 |23.02.2026|
|  1-07-001-0005|SET OF LUMINAIRE,2X36 W,LOW LOSS BALLAST|D060|      |8005248356|C-69-D-BPGCS.0034.02.2|581|        3 |        0 |        3 |23.02.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |6001415662|P-NHE03.1-D-BPG68.NT01|581|        2 |        0 |        2 |05.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001415662|P-NHE03.1-D-BPG68.NT01|581|        2 |        0 |        2 |05.03.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |6001415662|P-NHE03.1-D-BPG68.NT01|581|        2 |        0 |        2 |05.03.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |6001415662|P-NHE03.1-D-BPG68.NT01|581|        1 |        0 |        1 |05.03.2026|
|  1-00-001-0012|POLE 12.2 M.                            |D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|        7 |        0 |        7 |23.06.2026|
|  1-01-001-0003|ST. ANG.,OHGW. BAYONET 2.25 M.LONG      |D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|        7 |        0 |        7 |23.06.2026|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|       21 |        0 |       21 |23.06.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|       14 |        0 |       14 |23.06.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|       14 |        0 |       14 |23.06.2026|
